id,school_code,school_name,school_slug,theme_key,theme_title,llm_strength,final_strength,score_norm_0_1,evidence_urls_count,evidence_snippets_count,confidence_llm,confidence_evidence,confidence_final,cap_reason,guardrail_triggered,raw_hits,source,created_at
015e367248a77406d5a770da30f50f750ea6fdc6,3013,tanjong-katong-girls-school,tanjong-katong-girls-school,service_care,Service/Care,4.5,4.5,0.9,4,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,13,llm,2025-09-07 02:41:49+00
019adc4485f498d5eb9fbb3fa0bb47fb994118d3,3013,tanjong-katong-girls-school,tanjong-katong-girls-school,compassion_empathy,Compassion/Empathy,4.5,4.5,0.9,4,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,3,llm,2025-09-07 02:41:55+00
01a260f22cffce32b71a801f71b9483e532b3586,3222,yio-chu-kang-secondary-school,yio-chu-kang-secondary-school,courage_tenacity,Courage / Tenacity,4.5,4.5,0.9,3,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,4,llm,2025-09-07 03:01:15+00
01c37a663c1b1e7813e4a25afe46e5df3eccf1db,701,national-junior-college-secondary,national-junior-college-secondary,people_centred_respect,People-centred Respect,4.5,4.0,0.8,2,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,2,llm,2025-09-07 02:35:56+00
01ff3ad1d6b96d7462a123887bb8989d0f2b4993,7308,presbyterian-high-school,presbyterian-high-school,service_care,Service/Care,4.5,4.5,0.9,4,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,16,llm,2025-09-07 03:28:45+00
02023f0e8c673aeb11695306444e46436a282475,7020,st-josephs-institution-secondary,st-josephs-institution-secondary,compassion_empathy,Compassion/Empathy,4.5,4.5,0.9,7,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,2,llm,2025-09-07 03:20:28+00
022347b06cb013618cda84380ad87d6ae57cd80d,3050,xinmin-secondary-school,xinmin-secondary-school,innovation_pioneering,Innovation / Pioneering,4.5,4.5,0.9,4,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,5,llm,2025-09-07 02:49:25+00
02374b7af69366d675a40cdf16a3c54ce7dca626,3609,east-spring-secondary-school,east-spring-secondary-school,scholarship_leadership_excellence,Scholarship & Leadership Excellence,4.5,3.5,0.7,2,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:11:00+00
025ff292196949efdcb01cad05cd4542a17f4288,3224,boon-lay-secondary-school,boon-lay-secondary-school,people_centred_respect,People-centred Respect,4.5,3.5,0.7,5,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:01:58+00
028f380ea399e91471f87b2dd01865e07dd7b965,3222,yio-chu-kang-secondary-school,yio-chu-kang-secondary-school,responsibility_accountability,Responsibility/Accountability,4.5,3.5,0.7,3,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:01:13+00
02bb558a14fd96ecc7351985dfe5b98cc05f6951,7022,st-patricks-school,st-patricks-school,innovation_pioneering,Innovation / Pioneering,3.5,3.5,0.7,3,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:21:27+00
02e344f4145ab7acfbd802d8bd9742caa98ffa8d,7114,nanyang-girls-high-school,nanyang-girls-high-school,diversity_inclusiveness,Diversity & Inclusiveness,4.5,3.5,0.7,3,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:27:48+00
02f863127b0c12ecc1706d77e3ed3bd63e340216,3073,pei-hwa-secondary-school,pei-hwa-secondary-school,compassion_empathy,Compassion/Empathy,4.5,4.0,0.8,4,1,0.8,0.75,0.75,≥1 url & ≥1 snippet,false,2,llm,2025-09-07 02:55:01+00
032e0ccb299b78f51690e08071bc2a7dcce4ea8e,3621,canberra-secondary-school,canberra-secondary-school,innovation_pioneering,Innovation / Pioneering,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,2,llm,2025-09-07 03:15:08+00
034f3fbf89a8ae89011ab302a0d64265cf003b5f,3402,changkat-changi-secondary-school,changkat-changi-secondary-school,people_centred_respect,People-centred Respect,4.5,4.5,0.9,4,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,21,llm,2025-09-07 03:06:19+00
03aafc168cdd7c6fd10c300054f30ca46401bbb1,7118,chij-st-nicholas-girls-school-secondary,chij-st-nicholas-girls-school-secondary,compassion_empathy,Compassion/Empathy,4.5,4.0,0.8,5,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 03:28:01+00
03d4f80efff49533ee99121ddaede9c6b93b2dc7,3226,hua-yi-secondary-school,hua-yi-secondary-school,accountability_stewardship,Accountability / Stewardship,4.5,3.5,0.7,5,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:02:54+00
03e3382560bcafe3e72d7555121fbe5cf984ea52,7031,hai-sing-catholic-school,hai-sing-catholic-school,scholarship_leadership_excellence,Scholarship & Leadership Excellence,4.5,3.5,0.7,4,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:24:27+00
040fb55e8053033294e39a1486d81c6859baed1d,3202,broadrick-secondary-school,broadrick-secondary-school,passion_lifelong_learning,Passion & Lifelong Learning,4.5,4.5,0.9,5,3,0.8,1.0,0.8,≥2 urls & ≥2 snippets,false,6,llm,2025-09-07 02:58:23+00
04383202efb6d47b2500427ecca82f79ea890a14,3608,junyuan-secondary-school,junyuan-secondary-school,excellence,Excellence,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,7,llm,2025-09-07 03:10:19+00
046a640d0cdfbea0300c130db355ff36b025243a,3226,hua-yi-secondary-school,hua-yi-secondary-school,leadership,Leadership,4.5,4.0,0.8,5,1,0.8,0.75,0.75,≥1 url & ≥1 snippet,false,7,llm,2025-09-07 03:02:42+00
04bee9a574075843a9767d0737530dc655569595,3240,zhonghua-secondary-school,zhonghua-secondary-school,compassion_empathy,Compassion/Empathy,4.5,3.5,0.7,3,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:05:02+00
04e5ce64cc3a3fa479c7459c24887567ed1aa89b,3503,dunearn-secondary-school,dunearn-secondary-school,courage_tenacity,Courage / Tenacity,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,3,llm,2025-09-07 03:06:45+00
050c20b54c1f149246e77bd0a03c07c8dfb934ec,3304,swiss-cottage-secondary-school,swiss-cottage-secondary-school,diversity_inclusiveness,Diversity & Inclusiveness,4.5,4.0,0.8,2,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,2,llm,2025-09-07 03:05:37+00
0515bbb14d53babe5d6ed0902248af2dfd003406,3211,jurong-secondary-school,jurong-secondary-school,service_care,Service/Care,4.5,4.5,0.9,3,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,20,llm,2025-09-07 02:59:45+00
053bf427510d4c7bd43df79e98354fc8bed61aff,3003,beatty-secondary-school,beatty-secondary-school,scholarship_leadership_excellence,Scholarship & Leadership Excellence,4.5,3.5,0.7,2,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:37:51+00
053e7587ff79930096b3bae5ad3d2e86149053d3,3047,nan-hua-high-school,nan-hua-high-school,faith_based_character,Faith-based Character,4.5,0.0,0.0,3,0,0.8,0.5,0.4,no faith signals found,true,0,llm,2025-09-07 02:48:24+00
0559a95d1f3a9bf29c82414857eb1d0e97ffe0ac,3101,dunman-high-school-secondary,dunman-high-school-secondary,diversity_inclusiveness,Diversity & Inclusiveness,4.5,4.0,0.8,5,1,0.8,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 02:57:12+00
056e45f3ecd7d522963e59bb6fa9e54bcf3943cb,3012,commonwealth-secondary-school,commonwealth-secondary-school,responsibility_accountability,Responsibility/Accountability,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,4,llm,2025-09-07 02:41:38+00
056fe2ba2f7f9eaa21aebc817704e228872b0913,3048,hillgrove-secondary-school,hillgrove-secondary-school,accountability_stewardship,Accountability / Stewardship,4.5,3.5,0.7,2,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:49:02+00
05ac7c234d100ac2d04d9fc2ba036586c0389a6c,3228,deyi-secondary-school,deyi-secondary-school,diversity_inclusiveness,Diversity & Inclusiveness,4.5,3.5,0.7,2,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:03:15+00
05bb09d4ce1ca2af228b6aabf9f054d56e5f488e,3029,clementi-town-secondary-school,clementi-town-secondary-school,excellence,Excellence,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,7,llm,2025-09-07 02:44:36+00
05d8e64eec67a714a35513e46282f26621819b09,3015,whitley-secondary-school,whitley-secondary-school,compassion_empathy,Compassion/Empathy,1.0,1.0,0.2,1,0,0.2,0.25,0.2,low evidence,false,0,llm,2025-09-07 02:42:36+00
05e4fc9a7ca4e8bd78910400e8cebf5a3e70d832,3009,raffles-institution-secondary,raffles-institution-secondary,courage_tenacity,Courage / Tenacity,4.5,4.0,0.8,3,1,0.8,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 02:40:57+00
060463703b5fcc3f632cb4ce263dfa2e3b7a412c,3012,commonwealth-secondary-school,commonwealth-secondary-school,diversity_inclusiveness,Diversity & Inclusiveness,4.5,3.5,0.7,4,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:41:42+00
0638dc097c3989072d40a2102a8943e018c9b1b3,3058,northland-secondary-school,northland-secondary-school,passion_lifelong_learning,Passion & Lifelong Learning,4.5,4.5,0.9,5,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,6,llm,2025-09-07 02:51:04+00
063b87c5b6667d4156437450c0b27e1335027314,3620,westwood-secondary-school,westwood-secondary-school,excellence,Excellence,4.5,4.5,0.9,4,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,4,llm,2025-09-07 03:14:31+00
063dbc886002958a72a4a2c542db82c49854b82b,3619,kent-ridge-secondary-school,kent-ridge-secondary-school,service_care,Service/Care,4.5,4.5,0.9,7,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,12,llm,2025-09-07 03:14:05+00
068cb92349d265e49fc8b9521480d8548e601c3e,702,temasek-junior-college-secondary,temasek-junior-college-secondary,accountability_stewardship,Accountability / Stewardship,4.5,4.5,0.9,3,2,0.8,1.0,0.8,≥2 urls & ≥2 snippets,false,2,llm,2025-09-07 02:36:24+00
06a62c22e95c2e6a9c635c663995b5c7a1d56093,3040,bukit-view-secondary-school,bukit-view-secondary-school,responsibility_accountability,Responsibility/Accountability,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 02:46:15+00
06cec99a738d3249c0463aff7775c387873634c4,3623,evergreen-secondary-school,evergreen-secondary-school,responsibility_accountability,Responsibility/Accountability,4.5,4.0,0.8,2,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 03:15:50+00
06e62b9cb7f5185e8e5f38601fdbd41d27cab6a4,7019,chij-st-josephs-convent,chij-st-josephs-convent,service_care,Service/Care,4.5,4.5,0.9,3,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,11,llm,2025-09-07 03:20:01+00
071738899f8ac20eaafe2a878dc42d344af34eaa,3004,cedar-girls-secondary-school,cedar-girls-secondary-school,integrity_moral_courage,Integrity/Moral Courage,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,2,llm,2025-09-07 02:37:55+00
073d5f4326beb06e066c613e698b528da0df29ce,7309,fairfield-methodist-school-secondary,fairfield-methodist-school-secondary,excellence,Excellence,4.5,4.5,0.9,4,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,5,llm,2025-09-07 03:29:09+00
074c485f79d07ae703d76a36f9d90b164b02189f,3201,ahmad-ibrahim-secondary-school,ahmad-ibrahim-secondary-school,accountability_stewardship,Accountability / Stewardship,4.5,4.0,0.8,4,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 02:58:05+00
0754b3f0f516cfea65f427a476d21c80d86f5d42,3201,ahmad-ibrahim-secondary-school,ahmad-ibrahim-secondary-school,innovation_pioneering,Innovation / Pioneering,4.5,3.5,0.7,4,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:58:03+00
07859496914dacb9be00848a1e43a92a9c5d9f19,702,temasek-junior-college-secondary,temasek-junior-college-secondary,holistic_development,Holistic Development,4.5,4.5,0.9,3,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,3,llm,2025-09-07 02:36:26+00
0824fc95536b33228c153cb484ce941998fedf0a,3075,edgefield-secondary-school,edgefield-secondary-school,faith_based_character,Faith-based Character,4.0,0.0,0.0,4,0,0.8,0.5,0.4,no faith signals found,true,0,llm,2025-09-07 02:55:48+00
082ce861da5626653368d41d2f54e6491ea3eb0c,3040,bukit-view-secondary-school,bukit-view-secondary-school,accountability_stewardship,Accountability / Stewardship,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 02:46:21+00
083f056db07c70a8908ce61bdc1ab8d8317d3b24,3103,river-valley-high-school-secondary,river-valley-high-school-secondary,excellence,Excellence,4.5,4.5,0.9,5,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,29,llm,2025-09-07 02:57:24+00
0843ab55e42ee95b74a52effa2cc64877fabf48f,7108,holy-innocents-high-school,holy-innocents-high-school,courage_tenacity,Courage / Tenacity,4.5,4.5,0.9,7,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,11,llm,2025-09-07 03:26:32+00
085eef358c667e33595b57cf05cf82c9c5299265,7108,holy-innocents-high-school,holy-innocents-high-school,holistic_development,Holistic Development,4.5,4.5,0.9,7,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,2,llm,2025-09-07 03:26:38+00
0895a2cbbe1fd2fef9c88c842dd50f6c726a4cda,7031,hai-sing-catholic-school,hai-sing-catholic-school,integrity_moral_courage,Integrity/Moral Courage,4.5,4.0,0.8,4,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 03:24:08+00
08a66314382f95fc514e1af6a1fa646d9947f591,3509,serangoon-garden-secondary-school,serangoon-garden-secondary-school,responsibility_accountability,Responsibility/Accountability,4.5,3.5,0.7,3,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:07:53+00
08e67c02cefcf89f69c7f8d768062fa547defcb0,7023,chij-st-theresas-convent,chij-st-theresas-convent,holistic_development,Holistic Development,4.5,3.5,0.7,3,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:21:52+00
08f20cb889e42fba78e5bdb41784baef22facd84,3214,naval-base-secondary-school,naval-base-secondary-school,passion_lifelong_learning,Passion & Lifelong Learning,4.5,4.5,0.9,3,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,7,llm,2025-09-07 03:00:19+00
0940226714056a13a9b427bdb2251f8037d5126a,3040,bukit-view-secondary-school,bukit-view-secondary-school,holistic_development,Holistic Development,4.5,4.5,0.9,3,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,5,llm,2025-09-07 02:46:23+00
094ca14402d1afbaa315c5b0228e7986d0db32fd,3065,kranji-secondary-school,kranji-secondary-school,compassion_empathy,Compassion/Empathy,4.5,3.5,0.7,3,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:52:02+00
09658c5d28fcfdbd49bdfbd606503ee1776b280b,3050,xinmin-secondary-school,xinmin-secondary-school,integrity_moral_courage,Integrity/Moral Courage,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,2,llm,2025-09-07 02:49:09+00
097dc50e361309cb2ce517d72af28b911de0dbb9,3009,raffles-institution-secondary,raffles-institution-secondary,innovation_pioneering,Innovation / Pioneering,4.5,3.5,0.7,3,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:40:59+00
0980979a317edbf487e890a6b583609feedd76ce,3045,yishun-town-secondary-school,yishun-town-secondary-school,scholarship_leadership_excellence,Scholarship & Leadership Excellence,4.5,3.5,0.7,4,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:47:52+00
0989ffc847530fce9bfc5c54e72d72032551d500,3507,new-town-secondary-school,new-town-secondary-school,courage_tenacity,Courage / Tenacity,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,2,llm,2025-09-07 03:07:06+00
09915c9a080cacaf5371cd061e08fdca1fe89ecb,3616,woodgrove-secondary-school,woodgrove-secondary-school,innovation_pioneering,Innovation / Pioneering,4.0,3.5,0.7,2,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:13:19+00
09a7a88cb135ee23f5b5d069cfefce06c481fe94,3037,tampines-secondary-school,tampines-secondary-school,diversity_inclusiveness,Diversity & Inclusiveness,4.5,3.5,0.7,4,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:45:57+00
09ac6c36ece2d9983b3bbde33154986e938f5ffa,7001,anglochinese-school-independent-secondary,anglochinese-school-independent-secondary,integrity_moral_courage,Integrity/Moral Courage,4.5,4.5,0.9,6,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,5,llm,2025-09-07 03:16:03+00
09b3ce4431aeee25bdde1d597dc2e04e2126a034,7308,presbyterian-high-school,presbyterian-high-school,passion_lifelong_learning,Passion & Lifelong Learning,4.5,4.0,0.8,4,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,2,llm,2025-09-07 03:28:54+00
09e29b5bf91b204000983782a00cf8ae441c6b5f,3072,admiralty-secondary-school,admiralty-secondary-school,people_centred_respect,People-centred Respect,4.5,4.5,0.9,3,3,0.8,1.0,0.8,≥2 urls & ≥2 snippets,false,6,llm,2025-09-07 02:54:44+00
09e352cc164e233837f513cd082867c528799098,702,temasek-junior-college-secondary,temasek-junior-college-secondary,courage_tenacity,Courage / Tenacity,4.5,4.5,0.9,3,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,2,llm,2025-09-07 02:36:20+00
09e4b71d2f43d5242bc6aff667182397d083b175,7030,methodist-girls-school-secondary,methodist-girls-school-secondary,compassion_empathy,Compassion/Empathy,4.5,4.5,0.9,3,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,5,llm,2025-09-07 03:23:49+00
09f3bfdd3f5184a408bed5ded283f255689bd717,3031,mayflower-secondary-school,mayflower-secondary-school,compassion_empathy,Compassion/Empathy,4.5,4.0,0.8,2,1,0.8,0.75,0.75,≥1 url & ≥1 snippet,false,2,llm,2025-09-07 02:45:22+00
09f703fac59d186a433937038a897088845aef69,3103,river-valley-high-school-secondary,river-valley-high-school-secondary,diversity_inclusiveness,Diversity & Inclusiveness,4.5,4.5,0.9,5,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,2,llm,2025-09-07 02:57:39+00
0a2c5f2dca1a6ac14ab609b5cc472fcab3ab6991,3202,broadrick-secondary-school,broadrick-secondary-school,holistic_development,Holistic Development,4.5,4.0,0.8,5,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 02:58:32+00
0a4b8bf3890aa48b4f41ec2fcafa3f6b0ff9d677,7011,montfort-secondary-school,montfort-secondary-school,innovation_pioneering,Innovation / Pioneering,4.5,3.5,0.7,5,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:18:17+00
0a5b31c7b98ade76597a910e2dbc7dc945394e31,3508,queenstown-secondary-school,queenstown-secondary-school,innovation_pioneering,Innovation / Pioneering,4.5,4.5,0.9,4,2,0.85,1.0,0.85,≥2 urls & ≥2 snippets,false,7,llm,2025-09-07 03:07:33+00
0a79d3f8abe3aa01eb0a6ec7b8c00a895d4eb38b,3029,clementi-town-secondary-school,clementi-town-secondary-school,leadership,Leadership,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,9,llm,2025-09-07 02:44:38+00
0a83182e1a7e5e4283694b13894d5a36320a48a0,7102,catholic-high-school-secondary,catholic-high-school-secondary,leadership,Leadership,4.5,4.0,0.8,6,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,13,llm,2025-09-07 03:25:20+00
0a8a79fb53ec1e65289b155b09af2bc68b0bc0df,3617,zhenghua-secondary-school,zhenghua-secondary-school,responsibility_accountability,Responsibility/Accountability,4.5,4.5,0.9,5,2,0.8,1.0,0.8,≥2 urls & ≥2 snippets,false,2,llm,2025-09-07 03:13:35+00
0a962c21bebad69e117ec842dd574061bc8ba03c,3027,bedok-south-secondary-school,bedok-south-secondary-school,accountability_stewardship,Accountability / Stewardship,4.5,3.5,0.7,4,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:44:29+00
0ab20fedd633f3af94304c8bcdeed603d6b7017f,7030,methodist-girls-school-secondary,methodist-girls-school-secondary,responsibility_accountability,Responsibility/Accountability,4.5,3.5,0.7,3,0,0.9,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:23:56+00
0ab697413ab089c07e45a4bd895d27039bb269ec,7027,yuying-secondary-school,yuying-secondary-school,innovation_pioneering,Innovation / Pioneering,4.5,4.5,0.9,4,3,0.8,1.0,0.8,≥2 urls & ≥2 snippets,false,4,llm,2025-09-07 03:22:54+00
0acec4b4eb6e9939c093454562242b1581ba1892,7309,fairfield-methodist-school-secondary,fairfield-methodist-school-secondary,innovation_pioneering,Innovation / Pioneering,4.5,3.5,0.7,4,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:29:24+00
0af7c3d29110ab57f38d4833b3c8dcd131eb51da,7105,chung-cheng-high-school-yishun,chung-cheng-high-school-yishun,responsibility_accountability,Responsibility/Accountability,4.5,3.5,0.7,4,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 03:26:08+00
0b13de37626b7ba0913ee1f3b234f987bf92f3ea,7008,chij-katong-convent,chij-katong-convent,leadership,Leadership,4.5,4.5,0.9,5,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,7,llm,2025-09-07 03:17:44+00
0b19a07c3b3511028ab4951779969dde33827fd2,3604,woodlands-ring-secondary-school,woodlands-ring-secondary-school,holistic_development,Holistic Development,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,4,llm,2025-09-07 03:08:53+00
0b34f15d709fd3880e8496b51234ab0c1616ff56,3037,tampines-secondary-school,tampines-secondary-school,holistic_development,Holistic Development,4.5,4.5,0.9,4,2,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,5,llm,2025-09-07 02:46:01+00
0b6bba12e12ce3093b58ce0f5566122792d19dd9,3051,greenridge-secondary-school,greenridge-secondary-school,diversity_inclusiveness,Diversity & Inclusiveness,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 02:49:45+00
0b8548296efd5b4f040cd353f1fae0098d04ab24,3507,new-town-secondary-school,new-town-secondary-school,leadership,Leadership,4.5,4.0,0.8,3,1,0.9,0.75,0.75,≥1 url & ≥1 snippet,false,5,llm,2025-09-07 03:06:59+00
0badc3ea1336e518e8a78fc25b070f03e99a3596,3616,woodgrove-secondary-school,woodgrove-secondary-school,integrity_moral_courage,Integrity/Moral Courage,4.5,4.0,0.8,2,1,0.8,0.75,0.75,≥1 url & ≥1 snippet,false,1,llm,2025-09-07 03:13:03+00
0be565aacc90cc9e97b725c5a5dd2235f0b45846,3026,ang-mo-kio-secondary-school,ang-mo-kio-secondary-school,accountability_stewardship,Accountability / Stewardship,4.0,3.5,0.7,3,0,0.8,0.5,0.5,low evidence,false,0,llm,2025-09-07 02:44:07+00
0c0b22ee93386f4ea7b55e3978e65866fa5d6712,3615,marsiling-secondary-school,marsiling-secondary-school,holistic_development,Holistic Development,4.5,4.5,0.9,4,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,5,llm,2025-09-07 03:12:59+00
0c3e1c5ca8d679da2b860c13f8eaf6b5270f0687,3207,dunman-secondary-school,dunman-secondary-school,service_care,Service/Care,4.5,4.5,0.9,4,3,0.9,1.0,0.9,≥2 urls & ≥2 snippets,false,46,llm,2025-09-07 02:59:19+00
0c529a0550ca30042b0df20de2996c10e365ecaa,3621,canberra-secondary-school,canberra-secondary-school,excellence,Excellence,4.5,4.5,0.9,3,3,0.8,1.0,0.8,≥2 urls & ≥2 snippets,false,7,llm,2025-09-07 03:14:52+00
