school_code,school_slug,school_name,short_summary,long_summary,sources,source_hash,updated_at
3050,,xinmin-secondary-school,"Xinmin Secondary School, founded in 1945, emphasizes holistic education anchored on the values of Respect, Responsibility, and Resilience. The school nurtures students to be curious learners, compassionate contributors, and confident leaders through a total curriculum that integrates academic subjects, co-curricular activities, and four signature programmes: MAKERS@Xinmin (digital and AI making), RefleXions@Xinmin (empathy and collaboration), Xinmin Academy of Leaders (leadership skills), and XinminCares (civic character). The Xinmin Talent Development Approach supports growth across cognitive, aesthetic, psychomotor, community, and leadership domains. Supported by caring staff and a strong community network, the school fosters 21st Century Competencies and aims to develop students who are masters of their destiny and beacons of their time.","Xinmin Secondary School has a rich history dating back to 1945, founded to provide education to the local community despite early challenges such as limited resources and facilities. Over the decades, the school evolved from a Chinese-medium institution to an autonomous English-medium school, progressively enhancing its academic standing and holistic development programmes. The school culture centers on its core values of Respect, Responsibility, and Resilience, aiming to develop leaders of both heart and mind. Xinmin offers a comprehensive total curriculum that combines academic subjects, co-curricular activities, and four signature programmes designed to cultivate 21st Century Competencies: MAKERS@Xinmin focuses on digital and analogue making including AI applications; RefleXions@Xinmin develops empathy and collaboration through drama; the Xinmin Academy of Leaders hones leadership confidence and skills; and XinminCares fosters civic responsibility and the will to act. The Xinmin Talent Development Approach further supports student growth across five domains: cognitive, aesthetics, psychomotor, community, and leadership. The school is supported by a dedicated team of teachers, allied educators, and staff, alongside active involvement from the School Advisory Committee, alumni, and parents. Xinmin embraces innovation in pedagogy and technology, such as flipped classrooms and BYOD initiatives, to enhance learning. The school also emphasizes character development and resilience, demonstrated during the COVID-19 pandemic through adaptive programmes like online assemblies and virtual learning journeys. Xinmin’s culture is one of continuous improvement, community partnership, and preparing students to be lifelong learners and responsible citizens.","[{""url"":""https://www.xinminsec.moe.edu.sg/about-us/principals-foreword/""},{""url"":""https://www.xinminsec.moe.edu.sg/about-us/school-history/""},{""url"":""https://www.xinminsec.moe.edu.sg/about-us/school-identity/""},{""url"":""https://www.xinminsec.moe.edu.sg/about-us/school-information/""}]",d15df3d92d6606570c320bdbd8ffbeecf3331565,2025-09-14 02:23:56+00
3051,,greenridge-secondary-school,"Greenridge Secondary School (GSS) fosters a culture grounded in its RIDGE values: Respect, Integrity, Diligence, Grit, and Empathy. The school emphasizes character development and a growth mindset, aiming to nurture confident learners, compassionate leaders, and ethical innovators. Students adhere to a strict code of conduct promoting moral principles, discipline, and respect for the school’s identity, including uniform and grooming standards. The school’s heritage reflects a merger of former schools, combining strengths in uniformed groups, sports, performing arts, and applied learning. GSS encourages teamwork and diversity under its motto “Together Onward,” supporting students to develop disciplined, respectful, and creative minds for the future.","Greenridge Secondary School (GSS) is committed to shaping character and inspiring learning through its core RIDGE values: Respect, Integrity, Diligence, Grit, and Empathy. These values guide students to become confident learners, compassionate leaders, and ethical innovators. The school’s code of conduct reinforces these principles by promoting honesty, responsibility, and empathy, with clear expectations on behaviour, uniform, and personal grooming to uphold the school’s identity. Students are encouraged to acknowledge and learn from mistakes, fostering resilience and discipline. GSS nurtures a growth mindset and the development of five future-oriented minds: disciplined, synthesising, creating, respectful, and ethical. The school’s culture embraces diversity and teamwork, reflected in its motto “Together Onward.” Established through the 2023 merger of former Greenridge Secondary and Fajar Secondary schools, GSS integrates strengths in uniformed groups, sports, performing arts, and applied learning. This synergy supports a technology-rich environment where students can explore imagination, discovery, expression, accomplishment, and service. The school crest symbolizes a strong foundation and a bright future, reinforcing GSS’s commitment to high moral standards and holistic student development.","[{""url"":""https://www.greenridgesec.moe.edu.sg/about-us/code-of-conduct/""},{""url"":""https://www.greenridgesec.moe.edu.sg/about-us/our-compass/""},{""url"":""https://www.greenridgesec.moe.edu.sg/about-us/our-heritage/""}]",9212ea125750562fadad965ea776d457b0eb7d6d,2025-09-14 02:24:01+00
3053,,springfield-secondary-school,"Springfield Secondary School fosters future-ready learners who embody the values of Service, Tenacity, Respect, Integrity, Diligence, and Empathy (STRIDE). The school’s mission is to nurture students to grow, care, and lead, emphasizing social-emotional competencies alongside academic skills. Its curriculum integrates character and citizenship education with digital literacy and positive psychology. Springfield’s Applied Learning Programme focuses on STEM, particularly Health and Food Science, encouraging problem-based learning and real-world applications. The Learning for Life Programme develops leadership and civic responsibility, blending STEM knowledge with empathy to cultivate socially conscious leaders. The school motto, “Better Self for Better Tomorrow,” reflects its commitment to personal growth and community contribution.","Springfield Secondary School is committed to developing students into future-ready learners who possess a caring heart and the confidence to lead. Central to its culture are the core values of Service, Tenacity, Respect, Integrity, Diligence, and Empathy (STRIDE), which guide students in their personal and academic journeys. The school’s mission, “Nurturing Springfielders to grow, care & lead,” is realized through a comprehensive Student Development Curriculum that complements the Ministry of Education’s Character and Citizenship Education. This curriculum integrates social-emotional learning, digital literacy, and positive psychology to build resilience, adaptability, and strong interpersonal skills. Springfield’s Applied Learning Programme (ALP) focuses on STEM education with an emphasis on Health and Food Science, providing students with opportunities for problem-based learning, research projects, and STEM competitions. The Learning for Life Programme (LLP) centers on Community Youth Leadership, equipping students with civic, global, and cross-cultural literacies alongside leadership skills. This dual emphasis fosters “STEMpowering” lifelong learners and leaders with “STEMpathy,” blending technical knowledge with empathy and compassion for community impact. The school’s motto, “Better Self for Better Tomorrow,” encapsulates its vision of continuous self-improvement and positive societal contribution, supported by a nurturing environment that values growth, care, and leadership.","[{""url"":""https://www.springfieldsec.moe.edu.sg/about-us/our-vision-mission-and-values/""},{""url"":""https://www.springfieldsec.moe.edu.sg/about-us/principals-message/""}]",186c44089a5752159d048c6b8360fcbb4ae37b1f,2025-09-14 02:24:06+00
3055,,chua-chu-kang-secondary-school,"Chua Chu Kang Secondary School, formed from the 2023 merger of Chua Chu Kang and Teck Whye Secondary Schools, emphasizes a holistic education grounded in its core values: Respect, Resilience, Integrity, Care, and Enterprise. The school fosters a safe, inclusive environment that nurtures future-ready mindsets and empathetic hearts. Through diverse programmes including uniformed groups, sports, performing arts, robotics, and sustainable urban design, students develop life skills and character. The school promotes collaboration among teachers, parents, and community partners, and offers international exposure via the Global Connect programme. Leadership focuses on continuous growth, innovation in teaching, and community contribution, aiming to empower students to thrive and excel together.","Chua Chu Kang Secondary School (CCKS) was established in 2023 through the merger of Chua Chu Kang Secondary and Teck Whye Secondary Schools, combining their strengths in uniformed groups, sports, performing arts, and applied learning programmes such as Robotics & Automation and Sustainable Urban Design. The school’s vision is to develop students with future-ready mindsets and empathetic hearts who act responsibly. Its mission is to create a positive, safe, and inclusive environment that empowers students to thrive holistically and contribute meaningfully to society. Core values—Respect, Resilience, Integrity, Care, and Enterprise—guide student development, encouraging adaptability, compassion, ethical behavior, kindness, and proactive growth. The school fosters collaboration among teachers, parents, alumni, and community partners, recognizing the importance of a supportive village in raising children. Staff professional development and innovative teaching approaches are prioritized, alongside programmes like the Global Connect initiative that provide international exposure to broaden students’ perspectives. The principal’s leadership themes—“Together, A New Beginning,” “Stronger Together,” and “Together We Excel”—reflect a commitment to unity, growth, and excellence. Overall, CCKS aims to nurture well-rounded individuals equipped with values, skills, and knowledge to fulfill their potential and contribute positively to the community.","[{""url"":""https://www.chuachukangsec.moe.edu.sg/about-us/School-History/History/""},{""url"":""https://www.chuachukangsec.moe.edu.sg/about-us/principals-foreword/""},{""url"":""https://www.chuachukangsec.moe.edu.sg/about-us/school-information/vision-mission-values/""}]",4d637598962401f4aa8b2403835ed3a258815c42,2025-09-14 02:24:12+00
3056,,damai-secondary-school,"Damai Secondary School, formed in 2018 from the merger of Bedok North and Damai Secondary Schools, fosters a culture centered on nurturing upright citizens who live purposeful and meaningful lives. The school emphasizes values of integrity, respect, resilience, and service. Its motto—Aspire, Explore, Achieve—guides students to develop confidence, discover their talents, and realize their potential. The school integrates technology through initiatives like the Personal Learning Device program and supports differentiated learning via Full Subject-Based Banding. Students engage actively in school activities and community interactions, building strong relationships and character. The school crest symbolizes its heritage and commitment to guiding students toward meaningful futures, aligned with its vision and mission to imbue sound moral values and encourage personal growth.","Damai Secondary School was established in 2018 following the merger of Bedok North Secondary School and Damai Secondary School, continuing from the Damai Secondary premises. Under Principal Ms Chan Wan Siong, the school culture is built on nurturing students into upright citizens who are determined to live purposeful and meaningful lives. The school’s vision is to guide students toward a life of meaning, supported by its mission to instill sound moral values and accompany students in discovering their interests and talents while encouraging them to always do their best. Core values include integrity, respect, resilience, and service, which are embedded in the school’s programs and ethos. The motto “Aspire, Explore, Achieve” encapsulates the school’s focus on building confidence, encouraging exploration of strengths, and empowering students to achieve their goals. Damai Secondary integrates technology into learning through the Personal Learning Device initiative, equipping students with iPads to foster self-directed and collaborative learning. The school also implements Full Subject-Based Banding, allowing students to take subjects at levels suited to their abilities, promoting personalized learning. Through active participation in school activities and engagement with peers, teachers, and the wider community, students develop meaningful relationships and apply values in authentic settings. The school crest, combining symbols from both predecessor schools, represents its heritage and commitment to being a guiding beacon for students’ growth and future success.","[{""url"":""https://www.damaisec.moe.edu.sg/our-damai/our-heritage""},{""url"":""https://www.damaisec.moe.edu.sg/our-damai/principals-foreword/""},{""url"":""https://www.damaisec.moe.edu.sg/our-damai/school-crest-n-song/""},{""url"":""https://www.damaisec.moe.edu.sg/our-damai/vision-mission-values-n-motto/""}]",e76939697a816d5a52b01bd94a6d961f0d63e461,2025-09-14 02:24:19+00
3058,,northland-secondary-school,"Northland Secondary School fosters a nurturing and inclusive environment where students, known as Northstars, develop strong character and academic resilience. The school emphasizes core values of Respect, Responsibility, and Resilience, guiding students to be critical thinkers, caring citizens, active sportsmen, servant leaders, creative artistes, and caring friends. With a motto of SHINE, Northland promotes heartfelt connections, indomitable spirit, and endless possibilities. Dedicated teachers, called Starmakers, support students’ growth in a firm yet caring manner. The school encourages lifelong learning, leadership, and community service, aiming to create a second home where students feel belonging and pride. Programs include cultural immersion, expanded co-curricular activities, and collaboration with other schools, all supported by enhanced facilities and a strong foundation of values and purpose.","Northland Secondary School, celebrating over 30 years of education, is committed to nurturing character and inspiring learning within a safe and supportive environment. The school’s vision is to be a second home for its students, called Northstars, where they experience belonging, pride, and joy. Central to its culture are the core values of Respect, Responsibility, and Resilience, which guide students to develop empathy, integrity, adaptability, and a can-do spirit. These values underpin the school’s holistic development framework, encouraging students to become critical thinkers, concerned citizens, active sportsmen, servant leaders, creative artistes, and caring friends. Northland’s dedicated staff, known as Starmakers, play a pivotal role in creating a vibrant learning community by balancing firm expectations with nurturing support. The school motto SHINE encapsulates its ethos, highlighting the importance of heartfelt connections, indomitable spirit, and endless possibilities. Northland actively promotes lifelong learning and leadership, encouraging students to share knowledge, care for their community, and lead with courage and integrity. Programs include authentic, inquiry-based pedagogy, cultural immersion trips to Hong Kong, Vietnam, and Indonesia, expanded co-curricular activities through partnerships like the N2 cluster and St. Joseph’s Institution, and upgraded learning spaces. The school badge and motto emphasize building a strong foundation with responsibility and resolution, preparing students to face challenges and succeed. Overall, Northland Secondary fosters a holistic education that equips students to shine as learners, citizens, and leaders.","[{""url"":""https://www.northlandsec.moe.edu.sg/about-northland/principals-message/""},{""url"":""https://www.northlandsec.moe.edu.sg/about-northland/school-song-n-crest/crest/""},{""url"":""https://www.northlandsec.moe.edu.sg/about-northland/vision-mission-n-values/mission/""},{""url"":""https://www.northlandsec.moe.edu.sg/about-northland/vision-mission-n-values/values/""},{""url"":""https://www.northlandsec.moe.edu.sg/about-northland/vision-mission-n-values/vision/""}]",9d239f5b717e67bc60655d137598de9873896864,2025-09-14 02:24:25+00
3061,,peirce-secondary-school,"Peirce Secondary School, established in 1994 and located at 10 Sin Ming Walk, fosters a learning community that values every individual. The school emphasizes resilience and gracious citizenship, encouraging students to rise above challenges and serve with honour. Core values include Passion to Excel, Integrity, Respect, Care, and Empathy. Peirce promotes critical thinking through its educational approach of Discover, Distil, and Discern, aiming to develop mental agility and moral compass in students. The school partners closely with parents and stakeholders to nurture future-ready students, guided by the motto 'Fax Mentis Incendium Gloriae' (The Passion for Glory is a Torch to the Mind). Facilities include an Indoor Sports Hall and synthetic turf, supporting holistic development.","Peirce Secondary School began operations in 1994 and moved to its current campus at 10 Sin Ming Walk in 1995. The school has undergone significant upgrades, including the addition of an Indoor Sports Hall and synthetic turf, enhancing its facilities for student development. In 2018, Peirce merged with Bishan Park Secondary School, continuing to serve about 900 students across 25 classes. The school’s vision is to cultivate resilient learners who overcome challenges and gracious citizens who serve with honour. Its mission centers on building a learning community that values every individual, recognizing the importance of teachers, support staff, and parents in nurturing students. Peirce’s educational philosophy encourages students to Discover new knowledge and skills, Distil essential information, and Discern truth and values, fostering critical thinking and adaptability. The school upholds five core values—Passion to Excel, Integrity, Respect, Care, and Empathy—represented by the acronym PEIRCE and symbolized by the statue of Yue Fei and his mother at the school foyer. This reflects the school’s commitment to character education alongside academic excellence. The school motto, 'Fax Mentis Incendium Gloriae,' inspires students to ignite their passion for excellence. Through these initiatives and values, Peirce Secondary aims to prepare students to be future-ready and morally grounded individuals.","[{""url"":""https://www.peircesec.moe.edu.sg/about-school/history/""},{""url"":""https://www.peircesec.moe.edu.sg/about-school/mission-and-vision/""},{""url"":""https://www.peircesec.moe.edu.sg/about-school/principals-message/""}]",27711404cc42cbcd728b7b5558a85260ef2a8844,2025-09-14 02:24:31+00
3063,,jurongville-secondary-school,"Jurongville Secondary School, formed from the 2019 merger of Jurongville and Hong Kah Secondary Schools, embraces the motto 'Beyond Self' and the values of Perseverance, Respect, Integrity, Discipline, and Empathy (PRIDE). The school focuses on holistic education, developing students' character, leadership, and community engagement alongside academic excellence. Its nurturing environment encourages students to grow as responsible, compassionate individuals ready to contribute meaningfully to society. Programs include diverse co-curricular activities, leadership development, and service-learning projects. The school fosters strong partnerships with alumni, parents, and community organizations to support student growth and real-world exposure. Jurongville aims to cultivate passionate, resilient learners who are prepared to thrive locally and globally.","Jurongville Secondary School, established in 1994 and merged with Hong Kah Secondary School in 2019, is committed to nurturing well-rounded students through a holistic education approach. The school’s philosophy, 'Everyone can Learn, Everyone can Achieve, Everyone can Contribute,' underpins its mission to develop world-ready students who learn, lead, and serve. The school motto, 'Beyond Self,' reflects its emphasis on character development and community contribution. Jurongville instills core values encapsulated in the acronym PRIDE: Perseverance, Respect, Integrity, Discipline, and Empathy. These values guide students to overcome challenges, respect others, act responsibly, maintain exemplary conduct, and be sensitive to others’ needs. Beyond academics, the school offers a broad range of co-curricular activities, leadership programs, and service-learning projects designed to build teamwork, resilience, empathy, and responsibility. Jurongville also maintains strong partnerships with alumni, parents, and local organizations, providing mentorship and real-world learning opportunities. The school’s crest symbolizes growth and global aspirations, representing its commitment to nurturing students to thrive in Singapore and beyond. With a supportive community and dedicated staff, Jurongville prepares students not only for academic success but also to be confident, compassionate individuals who contribute positively to society.","[{""url"":""https://www.jurongvillesec.moe.edu.sg/about-us/crest-song/""},{""url"":""https://www.jurongvillesec.moe.edu.sg/about-us/philosophy-motto-values/""},{""url"":""https://www.jurongvillesec.moe.edu.sg/about-us/principal-message/""},{""url"":""https://www.jurongvillesec.moe.edu.sg/about-us/sch-history/""},{""url"":""https://www.jurongvillesec.moe.edu.sg/about-us/vision-mission/""}]",2e08f23ea022b932ad11d98b99d2d7dd8f543cc2,2025-09-14 02:24:37+00
3065,,kranji-secondary-school,"Kranji Secondary School, established in 1995, emphasizes holistic student development through its values-driven culture symbolized by its crest. The school fosters five shared national values and encourages determination and perseverance in academics and co-curricular activities. It offers distinctive programmes including the Applied Learning Programme focused on design innovation for sustainable living, and the Learning for Life Programme nurturing community and youth leadership. The school promotes self-directed learning, caring leadership, and active community contribution, supported by a caring teaching team and integration of educational technology. Signature events like the annual Mid-Autumn Festival celebrate cultural appreciation and community involvement, reflecting the school’s commitment to student growth in intellectual, moral, physical, social, and aesthetic domains.","Kranji Secondary School, founded in 1995 and located at 61 Choa Chu Kang Street 51 since 1996, is committed to the all-round development of its students. The school crest symbolizes its core values: youthful dynamism, responsibility, respect, and growth, represented by the colours red and green and the five pillars reflecting the five shared national values. These values include nation before community, family as the basic unit, community support, consensus, and racial and religious harmony. The school’s culture emphasizes determination and perseverance to excel academically and in co-curricular activities through collaboration among students, teachers, parents, and the community. Kranji Secondary has a strong focus on leadership development, affirmed by its Learning for Life Programme titled “Nurturing A Leader in Every Kranjian through Community and Youth Leadership,” which aims to realize leadership potential in every student through training and opportunities. Its Applied Learning Programme, started in 2016 and repositioned in 2021, centers on design innovation for sustainable living aligned with the Singapore Green Plan 2030, fostering reflective and independent learners through a customized Thinking Curriculum. The school’s signature community engagement includes a long-standing collaboration with local Citizens’ Consultative Committees to celebrate the annual Mid-Autumn Festival, where students showcase cultural performances and innovative booths. The school integrates educational technology to enhance learning and offers internationalisation programmes to broaden students’ perspectives. Overall, Kranji Secondary nurtures self-directed learners, caring leaders, and active contributors, preparing students to be creators, connectors, and contributors in society.","[{""url"":""https://www.kranjisec.moe.edu.sg/about-us/school-crest/""},{""url"":""https://www.kranjisec.moe.edu.sg/our-kranji/our-history/""},{""url"":""https://www.kranjisec.moe.edu.sg/our-kranji/permalink/principalmessage/""}]",6b71b8973638007f2ce64cb9b1b9cdb80097ff87,2025-09-14 02:24:43+00
3066,,juying-secondary-school,"Juying Secondary School fosters a nurturing environment that values respect, responsibility, integrity, gratitude, humility, and tenacity, collectively known as the R2IGHT core values. The school emphasizes holistic development through its PASSION and CCE programmes, aiming to cultivate 21st-century competencies such as inventive thinking, communication, and resilience. Juying promotes lifelong learning, strength of character, and impactful leadership, supported by a strong partnership with parents and the community. The school’s ethos encourages students to be empathetic, curious, and adaptable, preparing them to navigate a complex and rapidly changing world with confidence and compassion.","Founded in 1994, Juying Secondary School has developed a culture centered on nurturing every student as a unique individual capable of lifelong learning and character development. The school’s philosophy likens students to oysters that create pearls, emphasizing talent development and empowerment. Juying’s R2IGHT core values—Respect, Responsibility, Integrity, Gratitude, Humility, and Tenacity—guide student conduct and character education. These values are reinforced through the JYian Code of Conduct, which promotes courteousness, accountability, moral uprightness, kindness, modesty, and perseverance. The school’s strategic thrusts focus on cultivating passionate and confident learners, values-driven leaders with holistic health, mission-driven staff role models, and purposeful partnerships with parents and community. Programmes such as PASSION and Character and Citizenship Education (CCE) are designed to build 21st-century competencies including inventive thinking, communication skills, and intellectual agility. Juying also prioritizes empathy and adaptability to prepare students for the challenges of a complex, unpredictable world. The school’s holistic approach integrates academic excellence with character and leadership development, supported by a collaborative environment involving staff, students, and parents.","[{""url"":""https://www.juyingsec.moe.edu.sg/information/principals-message/principals-message-2023/""},{""url"":""https://www.juyingsec.moe.edu.sg/information/school-overview/core-values/""},{""url"":""https://www.juyingsec.moe.edu.sg/information/school-overview/h-e-a-r-t-s-ethos/""},{""url"":""https://www.juyingsec.moe.edu.sg/information/school-overview/school-history/""},{""url"":""https://www.juyingsec.moe.edu.sg/information/school-overview/strategic-thrusts/""},{""url"":""https://www.juyingsec.moe.edu.sg/information/school-overview/vision-n-mission/""}]",4b63c09eeed4b55cc5453ce376bd815557a2fc51,2025-09-14 02:24:49+00
3067,,west-spring-secondary-school,"West Spring Secondary School emphasizes holistic development, character building, and leadership. The school fosters values of resilience, integrity, care, and harmony, aiming to nurture students into leaders of character and lifelong learners. It offers updated Applied Learning and Learning for Life programmes focused on sustainability and community youth leadership, encouraging students to engage in real-world issues and community projects. The school maintains a reputation for good discipline and a caring environment, supported by strong partnerships with parents and the community.","West Spring Secondary School, established in 2001, has developed a culture centered on holistic education, strong character development, and leadership cultivation. The school’s vision, ""Leaders of Character, Learners for Life,"" reflects its commitment to nurturing resilient individuals with integrity who can collaborate across diverse backgrounds and demonstrate care for themselves and others. Character education is a key focus, with initiatives designed to instill self-discipline, positive mindsets, and attitudes essential for learning and life. The school’s Applied Learning Programme (ALP) advocates sustainability, encouraging students to address environmental challenges and influence their peers and community. Complementing this, the Learning for Life Programme (LLP) in Community Youth Leadership fosters empathy and compassion by engaging students in designing and implementing community projects that improve local lives. These programmes aim to help students find purpose and meaning through contributing to causes greater than themselves. West Spring also values strong discipline and a supportive, caring environment, bolstered by active involvement from parents, the School Advisory Committee, and the wider community. The school’s history of achievements in academics, sports, and the arts, alongside leadership development initiatives like the TLC approach, further underpin its holistic ethos.","[{""url"":""https://www.westspringsec.moe.edu.sg/about-us/school-crest-and-school-song/""},{""url"":""https://www.westspringsec.moe.edu.sg/about-us/school-history/""},{""url"":""https://www.westspringsec.moe.edu.sg/about-us/school-vision-mission-values/""},{""url"":""https://www.westspringsec.moe.edu.sg/about-wsss/principal-foreword/""}]",a0bc183a9da7cd0f1e1cbbf003f48b84e4bdbe3e,2025-09-14 02:24:53+00
3068,,jurong-west-secondary-school,"Jurong West Secondary School (JWSS) fosters holistic development through strong academic and non-academic programmes. The school emphasizes values such as strength of character, innovation, lifelong learning, and community service. Key initiatives include the Applied Learning Programme, Learning for Life Programme, JeWel talent development, and the Enhanced Art Programme. JWSS supports students with diverse talents and interests, offering opportunities like overseas exchanges and student attachments. The school culture is marked by care, support, and innovation, preparing students to be future-ready learners, thinkers, and leaders in a complex world.","Established in 2001, Jurong West Secondary School (JWSS) has developed a culture centered on holistic education, combining academic excellence with character development and co-curricular achievements. The school’s vision, “Learners, Thinkers, Leaders of Tomorrow,” guides its focus on nurturing future-ready students equipped with strong values and enduring skills. JWSS offers distinctive programmes such as the Applied Learning Programme, which encourages innovative ICT-based solutions to real-world problems; the Learning for Life Programme, which promotes community service and leadership; and the JeWel Programme, which supports talent development in English, Mathematics, Science, Art, and Sports. The Enhanced Art Programme further deepens artistic expression through multidisciplinary approaches. JWSS also provides experiential learning opportunities including student work attachments, overseas exchanges, and mentorships with Members of Parliament. The school’s culture emphasizes strength of character, innovation, and lifelong learning, symbolized by its eagle crest. A supportive and caring environment fosters social-emotional competencies, enabling students to thrive amid an increasingly volatile and complex world. As a pilot school for Full Subject-Based Banding, JWSS adapts to diverse student strengths and interests, reinforcing its commitment to inclusive and broad-based education.","[{""url"":""https://www.jurongwestsec.moe.edu.sg/about-us/history/""},{""url"":""https://www.jurongwestsec.moe.edu.sg/about-us/principals-message/""},{""url"":""https://www.jurongwestsec.moe.edu.sg/files/About%20Us/COC/JWSS_Code_of_Conduct_202324.pdf""}]",9f35f4ca31728902457a4b9bd8694974dfb9d58d,2025-09-14 02:24:58+00
3069,,bedok-green-secondary-school,"Bedok Green Secondary School (BGSS) fosters a nurturing environment emphasizing resilience, integrity, compassion, and humility. Its students are encouraged to be courageous, reflective, confident leaders, inventive thinkers, and caring citizens. The school values lifelong learning and holistic development through a broad range of educational programs and co-curricular activities. BGSS integrates its heritage with the legacy of Ping Yi Secondary School, enriching its culture with a commitment to fairness and dignity. The school crest and motto symbolize growth, strength, and excellence, reflecting BGSS’s vision to prepare students to face future challenges with confidence and purpose.","Bedok Green Secondary School (BGSS) was established in 2001 and has since developed a school culture centered on its RICH values: Resilience, Integrity, Compassion, and Humility. These values guide students to overcome challenges, act honestly, care for others, and remain open to growth. BGSS students are nurtured to be courageous individuals who uphold integrity, confident leaders who serve with empathy and responsibility, inventive thinkers who embrace curiosity and adaptability, and caring citizens who value relationships and community. The school’s vision is to be a community of lifelong learners, supported by its motto “Believe and Grow” and symbols like the bamboo and diamond representing growth and excellence. The school’s culture was further enriched by the 2021 merger with Ping Yi Secondary School, which brought in a heritage of fairness and dignified bearing, as reflected in its Chinese name (平仪中学). BGSS emphasizes holistic education, offering diverse programs and co-curricular activities that develop physical, aesthetic, leadership, and personal skills. This approach aims to prepare students not only academically but also as well-rounded individuals ready to face future challenges with confidence and purpose.","[{""url"":""https://www.bedokgreensec.moe.edu.sg/about-us/""},{""url"":""https://www.bedokgreensec.moe.edu.sg/about-us/our-heritage/""}]",0ac2c7437f54650028e36ad72ec4611a0b761fda,2025-09-14 02:25:03+00
3070,,punggol-secondary-school,"Punggol Secondary School emphasizes character development through its core values of Propriety, Righteousness, Integrity, and Self-Respect. The school fosters a vibrant environment that nurtures students’ cognitive, moral, physical, social, and aesthetic growth. It offers platforms like the Students Learning Festival to encourage self-directed learning and confidence. The Applied Learning Programme focuses on environmental education for sustainable living, while the Learning for Life Programme develops community and youth leadership. Collaboration with parents and the community supports holistic education, aiming to prepare students to be future-ready, adaptable, and active contributors grounded in strong values.","Punggol Secondary School, established in 1956 originally as Singapore Girls’ Vocational High School, has a longstanding commitment to empowering students and developing their character. The school’s philosophy views education as a journey of self-discovery, helping students identify their strengths, talents, and moral compass based on the values of Propriety, Righteousness, Integrity, and Self-Respect. The school environment is designed to be vibrant and supportive, providing diverse experiences across cognitive, moral, physical, social, and aesthetic domains. Initiatives such as the Students Learning Festival allow students to showcase self-initiated learning, fostering confidence and enthusiasm. The school’s Applied Learning Programme (ALP) in Environment Education promotes understanding of sustainable living through the relationship between science and nature. Additionally, the Learning for Life Programme (LLP) in Community and Youth Leadership encourages students to become active citizens with a heart for service. Punggol Secondary values strong partnerships with parents and the community to support its mission of nurturing future-ready, adaptable students who are active contributors grounded in values. The school crest and song reflect its heritage and commitment to truth, wisdom, and lifelong learning.","[{""url"":""https://www.punggolsec.moe.edu.sg/our-school/principals-message/""},{""url"":""https://www.punggolsec.moe.edu.sg/our-school/school-crest-history-and-song/""},{""url"":""https://www.punggolsec.moe.edu.sg/our-school/school-identity/""}]",c7d0160331b603406ce48b62804c077c6e0d5c4f,2025-09-14 02:25:08+00
3071,,north-vista-secondary-school,"North Vista Secondary School, with roots dating back to 1956, emphasizes holistic education and character development. The school fosters a vibrant culture through diverse co-curricular activities including uniformed groups, military band, and sports. Its house system promotes integration and healthy competition. The school crest symbolizes global outlook, support for innovation, and all-round development. The motto 'Viva La Vista' reflects the school's commitment to pride, knowledge, and excellence. North Vista aims to nurture students of character who learn, strive, and contribute for a better future.","North Vista Secondary School, originally established as Gan Eng Seng Government Chinese Middle School in 1956 and later known as Thomson Secondary School, has a rich history of promoting holistic education. The school has consistently emphasized character development and a broad learning experience, evident from its early introduction of science laboratories and a variety of after-school activities such as uniformed groups, swimming, and a military band. The Student Council, formed in 1972, plays an active role in student welfare and school environment enhancement. The introduction of the House system in 1997 encourages student integration and spirited inter-house competitions. Upon relocating to Sengkang Town in 2000 and adopting the name North Vista Secondary School, the institution retained its Chinese name to honor its heritage. The school crest, featuring a globe supported by hands, represents a global outlook, support for innovation, and a commitment to all-round development. The motto 'Viva La Vista' encapsulates the school's philosophy of pride, commitment, and striving for excellence. North Vista’s vision is to develop 'Vistarians of Character who Learn, Strive, Contribute for a Better Future,' supported by a mission to provide holistic education equipping students with values, knowledge, and skills to face future challenges. The campus is lively with creative events such as bazaars, concerts, and exhibitions, fostering a dynamic and supportive learning environment.","[{""url"":""https://www.northvistasec.moe.edu.sg/school-info/history/""},{""url"":""https://www.northvistasec.moe.edu.sg/school-info/our-crest-n-anthem/""},{""url"":""https://www.northvistasec.moe.edu.sg/school-info/our-vision-mission-n-values/""}]",7683bc23d7adab39281bd472826d696c4885752c,2025-09-14 02:25:19+00
